Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[7]      6.2    0.15    0.00       3         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [7]
                0.00    0.00       6/21          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [86]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [114]
-----------------------------------------------
                0.01    0.01    9900/9900        solve() [2]
[8]      0.6    0.01    0.01    9900         void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [8]
                0.01    0.00    9900/9900        __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<int*, int>(int*, int*, int const&) [9]
                0.00    0.00   19800/19800       std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [20]
-----------------------------------------------
                0.01    0.00    9900/9900        void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [8]
[9]      0.4    0.01    0.00    9900         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<int*, int>(int*, int*, int const&) [9]
-----------------------------------------------
                0.01    0.00     300/300         input() [6]
[10]     0.2    0.01    0.00     300         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [10]
                0.00    0.00     600/1800        std::vector<int, std::allocator<int> >::size() const [26]
                0.00    0.00     300/10200       std::vector<int, std::allocator<int> >::end() [21]
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
-----------------------------------------------
                0.00    0.00     600/21000       std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
                0.00    0.00     600/21000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [57]
                0.00    0.00   19800/21000       std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
[17]     0.0    0.00    0.00   21000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [17]
-----------------------------------------------
                0.00    0.00   10200/20400       std::vector<int, std::allocator<int> >::begin() [22]
                0.00    0.00   10200/20400       std::vector<int, std::allocator<int> >::end() [21]
[18]     0.0    0.00    0.00   20400         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [18]
-----------------------------------------------
                0.00    0.00   19800/19800       std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [20]
[19]     0.0    0.00    0.00   19800         std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
                0.00    0.00   19800/21000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [17]
-----------------------------------------------
                0.00    0.00   19800/19800       void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [8]
[20]     0.0    0.00    0.00   19800         std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [20]
                0.00    0.00   19800/19800       std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
-----------------------------------------------
                0.00    0.00     300/10200       std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [10]
                0.00    0.00    9900/10200       solve() [2]
[21]     0.0    0.00    0.00   10200         std::vector<int, std::allocator<int> >::end() [21]
                0.00    0.00   10200/20400       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [18]
-----------------------------------------------
                0.00    0.00     300/10200       std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
                0.00    0.00    9900/10200       solve() [2]
[22]     0.0    0.00    0.00   10200         std::vector<int, std::allocator<int> >::begin() [22]
                0.00    0.00   10200/20400       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [18]
-----------------------------------------------
                0.00    0.00    8910/8910        solve() [2]
[23]     0.0    0.00    0.00    8910         isLess(int, int, int, int) [23]
-----------------------------------------------
                0.00    0.00    2100/2100        std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [25]
[24]     0.0    0.00    0.00    2100         std::_Iter_base<int*, false>::_S_base(int*) [24]
-----------------------------------------------
                0.00    0.00     300/2100        int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [75]
                0.00    0.00    1800/2100        int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [45]
[25]     0.0    0.00    0.00    2100         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [25]
                0.00    0.00    2100/2100        std::_Iter_base<int*, false>::_S_base(int*) [24]
-----------------------------------------------
                0.00    0.00     600/1800        std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [10]
                0.00    0.00    1200/1800        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [58]
[26]     0.0    0.00    0.00    1800         std::vector<int, std::allocator<int> >::size() const [26]
-----------------------------------------------
                0.00    0.00     300/1500        std::vector<int, std::allocator<int> >::~vector() [70]
                0.00    0.00    1200/1500        std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[27]     0.0    0.00    0.00    1500         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [27]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [29]
[28]     0.0    0.00    0.00    1200         std::move_iterator<int*>::base() const [28]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [31]
[29]     0.0    0.00    0.00    1200         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [29]
                0.00    0.00    1200/1200        std::move_iterator<int*>::base() const [28]
-----------------------------------------------
                0.00    0.00    1200/1200        std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [32]
[30]     0.0    0.00    0.00    1200         std::move_iterator<int*>::move_iterator(int*) [30]
-----------------------------------------------
                0.00    0.00    1200/1200        int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [49]
[31]     0.0    0.00    0.00    1200         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [31]
                0.00    0.00    1200/1200        std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [29]
-----------------------------------------------
                0.00    0.00    1200/1200        int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [48]
[32]     0.0    0.00    0.00    1200         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [32]
                0.00    0.00    1200/1200        std::move_iterator<int*>::move_iterator(int*) [30]
-----------------------------------------------
                0.00    0.00     300/900         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [54]
                0.00    0.00     600/900         std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [40]
[33]     0.0    0.00    0.00     900         __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00     891/891         void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [78]
[34]     0.0    0.00    0.00     891         std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [34]
-----------------------------------------------
                0.00    0.00     600/600         std::vector<int, std::allocator<int> >::max_size() const [36]
[35]     0.0    0.00    0.00     600         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
-----------------------------------------------
                0.00    0.00     600/600         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [58]
[36]     0.0    0.00    0.00     600         std::vector<int, std::allocator<int> >::max_size() const [36]
                0.00    0.00     600/600         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
                0.00    0.00     600/600         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [41]
-----------------------------------------------
                0.00    0.00     600/600         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [44]
[37]     0.0    0.00    0.00     600         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [37]
-----------------------------------------------
                0.00    0.00     600/600         void std::_Destroy<int*>(int*, int*) [50]
[38]     0.0    0.00    0.00     600         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00     300/600         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
                0.00    0.00     300/600         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
[39]     0.0    0.00    0.00     600         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [39]
                0.00    0.00     300/300         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00     600/600         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [41]
[40]     0.0    0.00    0.00     600         std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [40]
                0.00    0.00     600/900         __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00     600/600         std::vector<int, std::allocator<int> >::max_size() const [36]
[41]     0.0    0.00    0.00     600         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [41]
                0.00    0.00     600/600         std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [40]
-----------------------------------------------
                0.00    0.00     600/600         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [46]
[42]     0.0    0.00    0.00     600         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [42]
                0.00    0.00     600/600         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [49]
-----------------------------------------------
                0.00    0.00     300/600         void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [113]
                0.00    0.00     300/600         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [92]
[43]     0.0    0.00    0.00     600         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [43]
-----------------------------------------------
                0.00    0.00     600/600         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [45]
[44]     0.0    0.00    0.00     600         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [44]
                0.00    0.00     600/600         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [37]
-----------------------------------------------
                0.00    0.00     600/600         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [49]
[45]     0.0    0.00    0.00     600         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [45]
                0.00    0.00    1800/2100        std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [25]
                0.00    0.00     600/600         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [44]
-----------------------------------------------
                0.00    0.00     600/600         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [47]
[46]     0.0    0.00    0.00     600         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [46]
                0.00    0.00     600/600         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [42]
-----------------------------------------------
                0.00    0.00     600/600         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [48]
[47]     0.0    0.00    0.00     600         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [47]
                0.00    0.00     600/600         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [46]
-----------------------------------------------
                0.00    0.00     600/600         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[48]     0.0    0.00    0.00     600         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [48]
                0.00    0.00    1200/1200        std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [32]
                0.00    0.00     600/600         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [47]
-----------------------------------------------
                0.00    0.00     600/600         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [42]
[49]     0.0    0.00    0.00     600         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [49]
                0.00    0.00    1200/1200        std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [31]
                0.00    0.00     600/600         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [45]
-----------------------------------------------
                0.00    0.00     600/600         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
[50]     0.0    0.00    0.00     600         void std::_Destroy<int*>(int*, int*) [50]
                0.00    0.00     600/600         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00     300/600         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
                0.00    0.00     300/600         std::vector<int, std::allocator<int> >::~vector() [70]
[51]     0.0    0.00    0.00     600         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
                0.00    0.00     600/600         void std::_Destroy<int*>(int*, int*) [50]
-----------------------------------------------
                0.00    0.00       3/303         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [104]
                0.00    0.00     300/303         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [58]
[52]     0.0    0.00    0.00     303         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [52]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [39]
[53]     0.0    0.00    0.00     300         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [61]
[54]     0.0    0.00    0.00     300         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [54]
                0.00    0.00     300/900         __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00     300/300         std::allocator<int>::allocator() [59]
[55]     0.0    0.00    0.00     300         __gnu_cxx::new_allocator<int>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00     300/300         std::allocator<int>::~allocator() [60]
[56]     0.0    0.00    0.00     300         __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[57]     0.0    0.00    0.00     300         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [57]
                0.00    0.00     600/21000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [17]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[58]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [58]
                0.00    0.00    1200/1800        std::vector<int, std::allocator<int> >::size() const [26]
                0.00    0.00     600/600         std::vector<int, std::allocator<int> >::max_size() const [36]
                0.00    0.00     300/303         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [52]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [62]
[59]     0.0    0.00    0.00     300         std::allocator<int>::allocator() [59]
                0.00    0.00     300/300         __gnu_cxx::new_allocator<int>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [63]
[60]     0.0    0.00    0.00     300         std::allocator<int>::~allocator() [60]
                0.00    0.00     300/300         __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[61]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [61]
                0.00    0.00     300/300         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [54]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [64]
[62]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [62]
                0.00    0.00     300/300         std::allocator<int>::allocator() [59]
-----------------------------------------------
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
[63]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [63]
                0.00    0.00     300/300         std::allocator<int>::~allocator() [60]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::vector() [69]
[64]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [64]
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [62]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::~vector() [70]
[65]     0.0    0.00    0.00     300         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
                0.00    0.00     300/600         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [39]
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [63]
-----------------------------------------------
                0.00    0.00     300/300         void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [73]
[66]     0.0    0.00    0.00     300         void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [66]
                0.00    0.00     300/300         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [75]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
[67]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
                0.00    0.00    1200/1500        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [27]
                0.00    0.00     600/21000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [17]
                0.00    0.00     600/600         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [48]
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [58]
                0.00    0.00     300/10200       std::vector<int, std::allocator<int> >::begin() [22]
                0.00    0.00     300/300         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [57]
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [61]
                0.00    0.00     300/300         void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [74]
                0.00    0.00     300/600         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
                0.00    0.00     300/600         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [39]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [10]
[68]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
-----------------------------------------------
                0.00    0.00     300/300         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [71]
[69]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::vector() [69]
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [64]
-----------------------------------------------
                0.00    0.00     300/300         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [76]
[70]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::~vector() [70]
                0.00    0.00     300/1500        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [27]
                0.00    0.00     300/600         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
                0.00    0.00     300/300         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
-----------------------------------------------
                0.00    0.00     300/300         void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [113]
[71]     0.0    0.00    0.00     300         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [71]
                0.00    0.00     300/300         operator new(unsigned long, void*) [77]
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::vector() [69]
-----------------------------------------------
                0.00    0.00     300/300         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [75]
[72]     0.0    0.00    0.00     300         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [72]
-----------------------------------------------
                0.00    0.00     300/300         void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [74]
[73]     0.0    0.00    0.00     300         void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [73]
                0.00    0.00     300/300         void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [66]
-----------------------------------------------
                0.00    0.00     300/300         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [67]
[74]     0.0    0.00    0.00     300         void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [74]
                0.00    0.00     300/300         void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [73]
-----------------------------------------------
                0.00    0.00     300/300         void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [66]
[75]     0.0    0.00    0.00     300         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [75]
                0.00    0.00     300/2100        std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [25]
                0.00    0.00     300/300         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [72]
-----------------------------------------------
